arquivo,nome,versao_detectada,faixa_versao,classe_preliminar,linhas,tamanho_bytes,titulo,primeiras_linhas
relatorios/historico/baselines/BASELINE_FIXA_V48.md,BASELINE_FIXA_V48.md,48,V031_V060,BASELINE_RELEVANTE,12,870,BASELINE FIXA V47,# BASELINE FIXA V47 | ## Objetivo da derivação | Atualizar a baseline V46 com o novo arquivo `dados/cache_bcb.json` enviado pelo usuário e revalidar a situação atual dos lotes com a série CDI mais recente disponível no repositório. | ## Mudança principal | - substituição de `dados/cache_bcb.json` pela nova versão com atualização em `2026-04-16` e fator diário disponível até `2026-04-15`; | - manutenção da regra de data de referência corrente com fallback controlado do último fator CDI disponível;
relatorios/historico/baselines/BASELINE_FIXA_V50.md,BASELINE_FIXA_V50.md,50,V031_V060,BASELINE_RELEVANTE,13,617,Baseline fixa V50,"# Baseline fixa V50 | A V50 explicita no núcleo financeiro a convenção operacional adotada para rendimento de lotes: | - **dia 0** = data de aplicação, sem rendimento do lote; | - **dia 1 em diante** = o lote já pode render, conforme a série CDI disponível e as regras do produto. | A alteração foi incorporada de forma contextual ao lote, evitando que o dia da aplicação seja marcado ou tratado como dia econômico de rendimento."
relatorios/historico/baselines/BASELINE_FIXA_V51.md,BASELINE_FIXA_V51.md,51,V031_V060,BASELINE_RELEVANTE,18,834,Baseline fixa V51,"# Baseline fixa V51 | A V51 explicita no núcleo financeiro a convenção operacional adotada para rendimento de lotes: | - **dia 0** = data de aplicação, sem rendimento do lote; | - **dia 1 em diante** = o lote já pode render, conforme a série CDI disponível e as regras do produto. | A alteração foi incorporada de forma contextual ao lote, evitando que o dia da aplicação seja marcado ou tratado como dia econômico de rendimento."
relatorios/historico/baselines/BASELINE_FIXA_V52.md,BASELINE_FIXA_V52.md,52,V031_V060,BASELINE_RELEVANTE,23,987,Baseline fixa V52,"# Baseline fixa V52 | A V52 explicita no núcleo financeiro a convenção operacional adotada para rendimento de lotes: | - **dia 0** = data de aplicação, sem rendimento do lote; | - **dia 1 em diante** = o lote já pode render, conforme a série CDI disponível e as regras do produto. | A alteração foi incorporada de forma contextual ao lote, evitando que o dia da aplicação seja marcado ou tratado como dia econômico de rendimento."
relatorios/historico/baselines/BASELINE_FIXA_V55.md,BASELINE_FIXA_V55.md,55,V031_V060,BASELINE_RELEVANTE,36,1475,Baseline fixa V55,# Baseline fixa V55 | ## Objetivo desta versão | Reorganizar estruturalmente todo o repositório sem alterar a base funcional vigente. | ## Reorganização aplicada
relatorios/historico/baselines/BASELINE_FIXA_V58.md,BASELINE_FIXA_V58.md,58,V031_V060,BASELINE_RELEVANTE,36,1676,Baseline fixa V58,"# Baseline fixa V58 | ## Objetivo desta versão | Derivar a V57 de forma cirúrgica para retirar a auditoria comparativa contra app do fluxo executável e tornar auditável o uso de fallback CDI na situação atual, sem alterar o motor financeiro. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V59.md,BASELINE_FIXA_V59.md,59,V031_V060,MARCO_CHAVE_PROVAVEL,29,1570,Baseline fixa V59,"# Baseline fixa V59 | ## Objetivo desta versão | Derivar a V58 de forma cirúrgica para consolidar a higiene operacional/documental da baseline, remover resíduos estruturais do fluxo antigo e adicionar uma checagem mínima automática de release, sem alterar o motor financeiro. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V60.md,BASELINE_FIXA_V60.md,60,V031_V060,MARCO_CHAVE_PROVAVEL,28,1737,Baseline fixa V60,"# Baseline fixa V60 | ## Objetivo desta versão | Derivar a V59 de forma cirúrgica para abrir apenas a **Etapa 1 da Frente F1**, formalizando o contrato mínimo da nova camada de caixa/recebidos auditáveis e tornando essa etapa observável por documentação e script diagnóstico, sem alterar o motor financeiro nem integrar ainda a F1 ao fluxo principal. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V61.md,BASELINE_FIXA_V61.md,61,V061_V090,BASELINE_RELEVANTE,29,1805,Baseline fixa V61,"# Baseline fixa V61 | ## Objetivo desta versão | Derivar a V60 de forma cirúrgica para abrir a **Etapa 2 da Frente F1**, materializando a primeira estrutura real de caixa/recebidos auditáveis: `recebido_auditavel`, sem alterar o motor financeiro nem integrar ainda a F1 ao fluxo principal. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V62.md,BASELINE_FIXA_V62.md,62,V061_V090,BASELINE_RELEVANTE,29,1953,Baseline fixa V62,"# Baseline fixa V62 | ## Objetivo desta versão | Derivar a V61 de forma cirúrgica para abrir a **Etapa 3 da Frente F1**, materializando a segunda estrutura real de caixa/recebidos auditáveis: `fonte_elegivel_pagamento`, sem alterar o motor financeiro nem integrar ainda a F1 ao fluxo principal. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V63.md,BASELINE_FIXA_V63.md,63,V061_V090,BASELINE_RELEVANTE,29,1617,Baseline fixa V63,"# Baseline fixa V63 | ## Objetivo desta versão | Derivar a V62 de forma cirúrgica para atualizar o cache BCB/CDI do repositório com o arquivo enviado pelo usuário, regenerando os artefatos correntes sem alterar o motor financeiro nem a etapa funcional da F1 já aberta. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V64.md,BASELINE_FIXA_V64.md,64,V061_V090,MARCO_CHAVE_PROVAVEL,37,2050,Baseline fixa V64,"# Baseline fixa V64 | ## Objetivo desta versão | Derivar a V63 de forma cirúrgica para incluir, na seção `Situação atual` do console e da planilha operacional, a situação atual de todos os recebidos auditáveis, incluindo os exauridos, sem alterar o motor financeiro nem a etapa funcional da F1 já aberta. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V65.md,BASELINE_FIXA_V65.md,65,V061_V090,MARCO_CHAVE_PROVAVEL,30,2019,Baseline fixa V65,"# Baseline fixa V65 | ## Objetivo desta versão | Derivar a V64 de forma cirúrgica para reorganizar a seção `Situação atual` do console e da planilha operacional em blocos explícitos de lotes exauridos e lotes ativos, mantendo a leitura dos recebidos auditáveis, inclusive os exauridos, sem alterar o motor financeiro nem a etapa funcional da F1 já aberta. | ## Reorganização aplicada"
relatorios/historico/baselines/BASELINE_FIXA_V66.md,BASELINE_FIXA_V66.md,66,V061_V090,MARCO_CHAVE_PROVAVEL,31,2363,Baseline fixa V66,"# Baseline fixa V66 | ## Objetivo desta versão | Derivar a V65 de forma cirúrgica para ajustar apenas a camada de exibição e a normalização operacional de resíduos sub-limiar na situação atual, removendo a tabela detalhada de recebidos do console e da planilha operacional, separando o fechamento econômico em aba própria do `.xlsx` e corrigindo o caso do `Lote 4124,75 fev.` que aparecia exaurido com saldo remanescente positivo abaixo do limiar. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V67.md,BASELINE_FIXA_V67.md,67,V061_V090,MARCO_CHAVE_PROVAVEL,31,2089,Baseline fixa V67,"# Baseline fixa V67 | ## Objetivo desta versão | Derivar a V66 de forma cirúrgica para ajustar apenas a semântica da camada F1 ligada aos recebidos/lotes usados antes da aplicação, substituindo o rótulo `misto` por uma classificação operacional mais explicativa, sem alterar o motor financeiro nem a lógica econômica já implementada. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V68.md,BASELINE_FIXA_V68.md,68,V061_V090,MARCO_CHAVE_PROVAVEL,30,1907,Baseline fixa V68,"# Baseline fixa V68 | ## Objetivo desta versão | Derivar a V67 de forma cirúrgica para abrir a micro-etapa **F1.4**, refinando `fonte_elegivel_pagamento` para uma leitura temporal por **pagamento** e por **data de pagamento**, sem alterar o motor financeiro nem a lógica econômica já implementada. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V69.md,BASELINE_FIXA_V69.md,69,V061_V090,MARCO_CHAVE_PROVAVEL,30,1977,Baseline fixa V69,"# Baseline fixa V69 | ## Objetivo desta versão | Derivar a V68 de forma cirúrgica para abrir a micro-etapa **F1.5**, materializando `saldo_disponivel_geral` por pagamento a partir das fontes explícitas já observáveis, sem alterar o motor financeiro nem a lógica econômica já implementada. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V71.md,BASELINE_FIXA_V71.md,71,V061_V090,MARCO_CHAVE_PROVAVEL,30,2114,Baseline fixa V71,"# Baseline fixa V71 | ## Objetivo desta versão | Derivar a V71 de forma cirúrgica para abrir a micro-etapa **F1.7**, materializando `decisao_local_v1` com proxy econômico v2 por pagamento sobre a matriz temporal completa (`fonte_elegivel_pagamento` + `saldo_disponivel_geral`), sem alterar o motor financeiro nem integrar a decisão ao fluxo principal. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V72.md,BASELINE_FIXA_V72.md,72,V061_V090,MARCO_CHAVE_PROVAVEL,30,2114,Baseline fixa V72,"# Baseline fixa V72 | ## Objetivo desta versão | Derivar a V71 de forma cirúrgica para abrir a micro-etapa **F1.8**, materializando `decisao_local_v1` com proxy econômico v3 por pagamento sobre a matriz temporal completa (`fonte_elegivel_pagamento` + `saldo_disponivel_geral`), sem alterar o motor financeiro nem integrar a decisão ao fluxo principal. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V73.md,BASELINE_FIXA_V73.md,73,V061_V090,MARCO_CHAVE_PROVAVEL,30,1915,Baseline fixa V73,"# Baseline fixa V73 | ## Objetivo desta versão | Derivar a V72 de forma cirúrgica para abrir a **auditoria comparativa proxy econômico v2 vs v3** sobre a mesma base e os mesmos pagamentos, sem alterar o motor financeiro, sem abrir multifonte e sem integrar novas decisões ao fluxo principal. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V74.md,BASELINE_FIXA_V74.md,74,V061_V090,MARCO_CHAVE_PROVAVEL,30,2049,Baseline fixa V74,"# Baseline fixa V74 | ## Objetivo desta versão | Derivar a V73 de forma cirúrgica para executar uma **sincronização documental** do repositório, alinhando contrato operacional, backlog, README e relatórios vigentes ao estado real da baseline, sem alterar o motor financeiro, sem abrir multifonte e sem mexer na decisão local congelada. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V75.md,BASELINE_FIXA_V75.md,75,V061_V090,MARCO_CHAVE_PROVAVEL,23,1694,Baseline fixa V75,"# Baseline fixa V75 | ## Objetivo desta versão | Derivar a V74 de forma cirúrgica para executar um **mapeamento de absorção legado** dos `Script 1.txt` e `Script 2.txt`, alinhando README, contrato, backlog e relatórios vigentes ao estado real do repositório, sem alterar o motor financeiro, sem reabrir o `proxy econômico v3` congelado e sem abrir `multifonte v1`. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V76.md,BASELINE_FIXA_V76.md,76,V061_V090,MARCO_CHAVE_PROVAVEL,28,1879,Baseline fixa V76,"# Baseline fixa V76 | ## Objetivo desta versão | Derivar a V75 de forma cirúrgica para abrir a **absorção inicial do switching econômico legado em modo shadow**, adicionando uma camada diagnóstica auditável de comparação `manter vs. trocar` por lote sem acoplamento ao fluxo principal. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V77.md,BASELINE_FIXA_V77.md,77,V061_V090,MARCO_CHAVE_PROVAVEL,41,2671,Baseline fixa V77,"# Baseline fixa V77 | ## Objetivo desta versão | Derivar a V76 de forma cirúrgica para abrir o **benchmark shadow do `resolver_hibrido_5p` legado**, adicionando uma camada diagnóstica auditável de alocação multifonte local por pagamento sem acoplamento ao fluxo principal. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V78.md,BASELINE_FIXA_V78.md,78,V061_V090,MARCO_CHAVE_PROVAVEL,48,3059,Baseline fixa V78,"# Baseline fixa V78 | ## Objetivo desta versão | Derivar a V77 de forma cirúrgica para abrir o **benchmark shadow do `resolver_hibrido_5p` legado**, adicionando uma camada diagnóstica auditável de alocação multifonte local por pagamento sem acoplamento ao fluxo principal. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V79.md,BASELINE_FIXA_V79.md,79,V061_V090,MARCO_CHAVE_PROVAVEL,53,3306,Baseline fixa V79,"# Baseline fixa V79 | ## Objetivo desta versão | Derivar a V77 de forma cirúrgica para abrir o **benchmark shadow do `resolver_hibrido_5p` legado**, adicionando uma camada diagnóstica auditável de alocação multifonte local por pagamento sem acoplamento ao fluxo principal. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V8.md,BASELINE_FIXA_V8.md,8,V001_V030,BASELINE_RELEVANTE,15,605,Baseline fixa V8,"# Baseline fixa V8 | Esta versão do repositório foi congelada como baseline fixa de referência da fase atual do projeto. | ## Objetivo | Preservar uma base estável, coerente com o contrato operacional consolidado, para orientar: | - próximas auditorias dos scripts-base; | - próximas implementações controladas;"
relatorios/historico/baselines/BASELINE_FIXA_V80.md,BASELINE_FIXA_V80.md,80,V061_V090,BASELINE_RELEVANTE,21,1513,Baseline fixa V80,"# Baseline fixa V80 | ## Objetivo desta versão | Derivar a V79 de forma cirúrgica para abrir uma **auditoria cirúrgica apenas dos 42 casos reaproveitáveis** identificados na auditoria residual entre o `proxy v3` vigente e o benchmark shadow do `resolver_hibrido_5p`, sem alterar o fluxo principal, sem reabrir o `proxy v3` e sem acoplar o benchmark híbrido. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V82.md,BASELINE_FIXA_V82.md,82,V061_V090,BASELINE_RELEVANTE,21,1600,Baseline fixa V82,"# Baseline fixa V82 | ## Objetivo desta versão | Derivar a V81 de forma cirúrgica para abrir uma **auditoria fina apenas da transição dominante `Lote 3000 mar. B -> Lote 8500 mar.`**, identificada a partir da auditoria cirúrgica dos 42 casos reaproveitáveis entre o `proxy v3` vigente e o benchmark shadow do `resolver_hibrido_5p`, sem alterar o fluxo principal, sem reabrir o `proxy v3` e sem acoplar o benchmark híbrido. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V83.md,BASELINE_FIXA_V83.md,83,V061_V090,BASELINE_RELEVANTE,21,1600,Baseline fixa V83,"# Baseline fixa V83 | ## Objetivo desta versão | Derivar a V81 de forma cirúrgica para abrir uma **auditoria fina apenas da transição dominante `Lote 3000 mar. B -> Lote 8500 mar.`**, identificada a partir da auditoria cirúrgica dos 42 casos reaproveitáveis entre o `proxy v3` vigente e o benchmark shadow do `resolver_hibrido_5p`, sem alterar o fluxo principal, sem reabrir o `proxy v3` e sem acoplar o benchmark híbrido. | ## Ajustes aplicados"
relatorios/historico/baselines/BASELINE_FIXA_V84.md,BASELINE_FIXA_V84.md,84,V061_V090,BASELINE_RELEVANTE,24,894,Baseline fixa V84,# Baseline fixa V84 | ## Escopo da V84 | A V84 preserva integralmente a baseline funcional imediatamente anterior e abre apenas uma **auditoria estrutural de redundância e compatibilidade**. | ## O que a V84 adiciona
relatorios/historico/baselines/BASELINE_FIXA_V85.md,BASELINE_FIXA_V85.md,85,V061_V090,BASELINE_RELEVANTE,24,1051,Baseline fixa V85,"# Baseline fixa V85 | ## Escopo da V85 | A V85 preserva integralmente a baseline funcional imediatamente anterior e preserva integralmente a baseline funcional imediatamente anterior e corrige os wrappers raiz quebrados identificados na auditoria estrutural, sem alterar o motor financeiro, o replay, o `proxy v3` congelado ou os benchmarks shadow. | ## O que a V85 adiciona"
relatorios/historico/baselines/BASELINE_FIXA_V86.md,BASELINE_FIXA_V86.md,86,V061_V090,BASELINE_RELEVANTE,24,1091,Baseline fixa V86,"# Baseline fixa V86 | ## Escopo da V86 | A V86 preserva integralmente a baseline funcional imediatamente anterior e preserva integralmente a baseline funcional imediatamente anterior e preserva integralmente a baseline funcional imediatamente anterior e consolida helpers duplicados de baixo risco, sem alterar o motor financeiro, o replay, o `proxy v3` congelado ou os benchmarks shadow. | ## O que a V86 adiciona"
relatorios/historico/baselines/BASELINE_FIXA_V87.md,BASELINE_FIXA_V87.md,87,V061_V090,BASELINE_RELEVANTE,24,956,Baseline fixa V88,"# Baseline fixa V88 | ## Escopo da V88 | A V88 preserva integralmente a baseline funcional imediatamente anterior e abre o mapa de absorção da execução principal do Script 2, sem alterar o motor financeiro, o replay, o `proxy v3` congelado ou os benchmarks shadow. | ## O que a V88 adiciona"
relatorios/historico/baselines/BASELINE_FIXA_V88.md,BASELINE_FIXA_V88.md,88,V061_V090,BASELINE_RELEVANTE,24,956,Baseline fixa V88,"# Baseline fixa V88 | ## Escopo da V88 | A V88 preserva integralmente a baseline funcional imediatamente anterior e abre o mapa de absorção da execução principal do Script 2, sem alterar o motor financeiro, o replay, o `proxy v3` congelado ou os benchmarks shadow. | ## O que a V88 adiciona"
relatorios/historico/baselines/BASELINE_FIXA_V89.md,BASELINE_FIXA_V89.md,89,V061_V090,BASELINE_RELEVANTE,28,1312,Baseline fixa V89,"# Baseline fixa V89 | ## Escopo da V89 | A V89 preserva integralmente a baseline funcional imediatamente anterior, atualiza os arquivos canônicos `dados/dados_financeiros.xlsx` e `dados/cache_bcb.json`, ajusta o `.gitignore` e revalida o benchmark shadow agrupado vs individual, sem alterar o motor financeiro, o replay ou o `proxy v3` congelado. | ## O que a V89 adiciona | ## Atualização da V89"
relatorios/historico/baselines/BASELINE_FIXA_V9.md,BASELINE_FIXA_V9.md,9,V001_V030,BASELINE_RELEVANTE,3,170,Baseline fixa V9,# Baseline fixa V9 | Esta versão foi consolidada como baseline fixa de referência após limpeza dos artefatos de execução local e alinhamento do contrato operacional.
relatorios/historico/baselines/BASELINE_FIXA_V90.md,BASELINE_FIXA_V90.md,90,V061_V090,BASELINE_RELEVANTE,18,770,Baseline fixa V90,# Baseline fixa V90 | ## Escopo da V90 | A V90 preserva integralmente a baseline funcional imediatamente anterior e corrige a etapa de promoção do arquivo temporário usado no download da planilha financeira. A correção evita falso `PermissionError` no Windows ao validar o `.xlsx` baixado antes de sobrescrever `dados/dados_financeiros.xlsx`. | ## O que a V90 altera
relatorios/historico/baselines/BASELINE_FIXA_V91.md,BASELINE_FIXA_V91.md,91,V091_V120,BASELINE_RELEVANTE,18,770,Baseline fixa V91,# Baseline fixa V91 | ## Escopo da V91 | A V91 preserva integralmente a baseline funcional imediatamente anterior e corrige a etapa de promoção do arquivo temporário usado no download da planilha financeira. A correção evita falso `PermissionError` no Windows ao validar o `.xlsx` baixado antes de sobrescrever `dados/dados_financeiros.xlsx`. | ## O que a V91 altera
relatorios/historico/baselines/BASELINE_FIXA_V92.md,BASELINE_FIXA_V92.md,92,V091_V120,BASELINE_RELEVANTE,18,631,Baseline fixa V92,"# Baseline fixa V92 | ## Escopo da V92 | A V92 preserva integralmente a baseline funcional imediatamente anterior e abre o benchmark shadow do runner de simulação futura do Script 2 correto, sem migrar o runner legado bruto para o fluxo principal. | ## O que a V92 altera"
relatorios/historico/baselines/BASELINE_FIXA_V93.md,BASELINE_FIXA_V93.md,93,V091_V120,BASELINE_RELEVANTE,18,656,Baseline fixa V93,"# Baseline fixa V93 | ## Escopo da V93 | A V93 preserva integralmente a baseline funcional imediatamente anterior e abre a auditoria dos casos sem cobertura integral do runner futuro shadow, com subbloco final para os 3 casos multifonte, sem migrar o runner legado bruto para o fluxo principal. | ## O que a V93 altera"
relatorios/historico/baselines/BASELINE_FIXA_V94.md,BASELINE_FIXA_V94.md,94,V091_V120,BASELINE_RELEVANTE,18,656,Baseline fixa V94,"# Baseline fixa V94 | ## Escopo da V94 | A V94 preserva integralmente a baseline funcional imediatamente anterior e abre a auditoria dos casos sem cobertura integral do runner futuro shadow, com subbloco final para os 3 casos multifonte, sem migrar o runner legado bruto para o fluxo principal. | ## O que a V94 altera"
relatorios/historico/baselines/BASELINE_FIXA_V95.md,BASELINE_FIXA_V95.md,95,V091_V120,BASELINE_RELEVANTE,20,895,Baseline fixa V95,"# Baseline fixa V95 | ## Escopo da V95 | A V95 preserva integralmente a baseline funcional imediatamente anterior, mantém a auditoria dos casos sem cobertura integral do runner futuro shadow com subbloco final para os 3 casos multifonte e adiciona ao console uma amostra dos últimos 5 pagamentos já realizados e dos próximos 5 pagamentos. | ## O que a V95 altera"
relatorios/historico/baselines/BASELINE_FIXA_V96.md,BASELINE_FIXA_V96.md,96,V091_V120,BASELINE_RELEVANTE,20,895,Baseline fixa V96,"# Baseline fixa V96 | ## Escopo da V96 | A V96 preserva integralmente a baseline funcional imediatamente anterior, mantém a auditoria dos casos sem cobertura integral do runner futuro shadow com subbloco final para os 3 casos multifonte e adiciona ao console uma amostra dos últimos 5 pagamentos já realizados e dos próximos 5 pagamentos. | ## O que a V96 altera"
relatorios/historico/baselines/BASELINE_FIXA_V97.md,BASELINE_FIXA_V97.md,97,V091_V120,BASELINE_RELEVANTE,20,895,Baseline fixa V97,"# Baseline fixa V97 | ## Escopo da V97 | A V97 preserva integralmente a baseline funcional imediatamente anterior, mantém a auditoria dos casos sem cobertura integral do runner futuro shadow com subbloco final para os 3 casos multifonte e adiciona ao console uma amostra dos últimos 5 pagamentos já realizados e dos próximos 5 pagamentos. | ## O que a V97 altera"
relatorios/historico/baselines/BASELINE_FIXA_V98.md,BASELINE_FIXA_V98.md,98,V091_V120,BASELINE_RELEVANTE,20,936,Baseline fixa V98,"# Baseline fixa V98 | ## Escopo da V98 | A V98 preserva integralmente a baseline funcional imediatamente anterior, mantém a auditoria dos casos sem cobertura integral do runner futuro shadow com subbloco final para os 3 casos multifonte e mantém no console uma amostra dos últimos 5 pagamentos já realizados e dos próximos 5 pagamentos, refinando a semântica da amostra futura. | ## O que a V98 altera"
relatorios/historico/baselines/BASELINE_FIXA_V99.md,BASELINE_FIXA_V99.md,99,V091_V120,BASELINE_RELEVANTE,25,1195,Baseline fixa V99,"# Baseline fixa V99 | ## Escopo da V99 | A V99 preserva integralmente a baseline funcional imediatamente anterior, mantém a auditoria dos casos sem cobertura integral do runner futuro shadow com subbloco final para os 3 casos multifonte e mantém no console uma amostra dos últimos 5 pagamentos já realizados e dos próximos 5 pagamentos, refinando a semântica da amostra futura. | ## O que a V99 altera"
